"Main";"Middle";"Sub";"Main";"Middle";"Sub"
 ; ;"RS_ON/OFF L5/6X-CB-TC2-TL 3-TPB4-ILUMINACION CUBIERTA";"1";"2";"85"
 ; ;"SW -L7/8X-CB-TC2-TL 4-TPB4-ILUMINACION CUBIERTA";"1";"2";"86"
 ; ;"RS_ON/OFF L7/8X-CB-TC2-TL 4-TPB4-ILUMINACION CUBIERTA";"1";"2";"87"
 ;"QG.TC.02/2"; ;"1";"3";""
 ; ;"REG_ABS 1 BYTE 0-10_ L1/2D-PL-TC2-TL 1-TB4-ILUMINACION PALETS";"1";"3";"0"
 ; ;"RS_REG 1 BYTE 0-10_ L1/2D-PL-TC2-TL 1-TB4-ILUMINACION PALETS";"1";"3";"1"
 ; ;"ON/OFF  0-10_ L1/2D-PL-TC2-TL 1-TB4-ILUMINACION PALETS";"1";"3";"2"
 ; ;"RS_ON/OFF  0-10_ L1/2D-PL-TC2-TL 1-TB4-ILUMINACION PALETS";"1";"3";"3"
 ; ;"REG_ABS 1 BYTE 0-10_ L3/4D-PL-TC2-TL 2-TB4-ILUMINACION PALETS";"1";"3";"4"
 ; ;"RS_REG 1 BYTE 0-10_ L3/4D-PL-TC2-TL 2-TB4-ILUMINACION PALETS";"1";"3";"5"
 ; ;"ON/OFF  0-10_ L3/4D-PL-TC2-TL 2-TB4-ILUMINACION PALETS";"1";"3";"6"
 ; ;"RS_ON/OFF  0-10_ L3/4D-PL-TC2-TL 2-TB4-ILUMINACION PALETS";"1";"3";"7"
 ; ;"REG_ABS 1 BYTE 0-10_ L5/6D-RS-TC2-TL 3-TB4-ILUMINACION RACK´S";"1";"3";"8"
 ; ;"RS_REG 1 BYTE 0-10_ L5/6D-RS-TC2-TL 3-TB4-ILUMINACION RACK´S";"1";"3";"9"
 ; ;"ON/OFF  0-10_ L5/6D-RS-TC2-TL 3-TB4-ILUMINACION RACK´S";"1";"3";"10"
 ; ;"RS_ON/OFF  0-10_ L5/6D-RS-TC2-TL 3-TB4-ILUMINACION RACK´S";"1";"3";"11"
 ; ;"REG_ABS 1 BYTE 0-10_ L7/8D-RS-TC2-TL 4-TB4-ILUMINACION RACK´S";"1";"3";"12"
 ; ;"RS_REG 1 BYTE 0-10_ L7/8D-RS-TC2-TL 4-TB4-ILUMINACION RACK´S";"1";"3";"13"
 ; ;"ON/OFF  0-10_ L7/8D-RS-TC2-TL 4-TB4-ILUMINACION RACK´S";"1";"3";"14"
 ; ;"RS_ON/OFF  0-10_ L7/8D-RS-TC2-TL 4-TB4-ILUMINACION RACK´S";"1";"3";"15"
 ; ;"REG_ABS 1 BYTE 0-10_ L9/10D-RS-TC2-TL 5-TB4-ILUMINACION RACK´S";"1";"3";"16"
 ; ;"RS_REG 1 BYTE 0-10_ L9/10D-RS-TC2-TL 5-TB4-ILUMINACION RACK´S";"1";"3";"17"
 ; ;"ON/OFF  0-10_ L9/10D-RS-TC2-TL 5-TB4-ILUMINACION RACK´S";"1";"3";"18"
 ; ;"RS_ON/OFF  0-10_ L9/10D-RS-TC2-TL 5-TB4-ILUMINACION RACK´S";"1";"3";"19"
 ; ;"REG_ABS 1 BYTE 0-10_ L11/12D-RS-TC2-TL 6-TB4-ILUMINACION RACK´S";"1";"3";"20"
 ; ;"RS_REG 1 BYTE 0-10_ L11/12D-RS-TC2-TL 6-TB4-ILUMINACION RACK´S";"1";"3";"21"
 ; ;"ON/OFF  0-10_ L11/12D-RS-TC2-TL 6-TB4-ILUMINACION RACK´S";"1";"3";"22"
 ; ;"RS_ON/OFF  0-10_ L11/12D-RS-TC2-TL 6-TB4-ILUMINACION RACK´S";"1";"3";"23"
 ; ;"REG_ABS 1 BYTE 0-10_ L13/14D-RS-TC2-TL 7-TB4-ILUMINACION RACK´S";"1";"3";"24"
 ; ;"RS_REG 1 BYTE 0-10_ L13/14D-RS-TC2-TL 7-TB4-ILUMINACION RACK´S";"1";"3";"25"
 ; ;"ON/OFF  0-10_ L13/14D-RS-TC2-TL 7-TB4-ILUMINACION RACK´S";"1";"3";"26"
 ; ;"RS_ON/OFF  0-10_ L13/14D-RS-TC2-TL 7-TB4-ILUMINACION RACK´S";"1";"3";"27"
 ; ;"REG_ABS 1 BYTE 0-10_ L15/16D-RS-TC2-TL 8-TB4-ILUMINACION RACK´S";"1";"3";"28"
 ; ;"RS_REG 1 BYTE 0-10_ L15/16D-RS-TC2-TL 8-TB4-ILUMINACION RACK´S";"1";"3";"29"
 ; ;"ON/OFF  0-10_ L15/16D-RS-TC2-TL 8-TB4-ILUMINACION RACK´S";"1";"3";"30"
 ; ;"RS_ON/OFF  0-10_ L15/16D-RS-TC2-TL 8-TB4-ILUMINACION RACK´S";"1";"3";"31"
 ; ;"REG_ABS 1 BYTE 0-10_ L17/18D-RS-TC2-TL 9-TB4-ILUMINACION RACK´S";"1";"3";"32"
 ; ;"RS_REG 1 BYTE 0-10_ L17/18D-RS-TC2-TL 9-TB4-ILUMINACION RACK´S";"1";"3";"33"
 ; ;"ON/OFF  0-10_ L17/18D-RS-TC2-TL 9-TB4-ILUMINACION RACK´S";"1";"3";"34"
 ; ;"RS_ON/OFF  0-10_ L17/18D-RS-TC2-TL 9-TB4-ILUMINACION RACK´S";"1";"3";"35"
 ; ;"REG_ABS 1 BYTE 0-10_ L19/20D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"36"
 ; ;"RS_REG 1 BYTE 0-10_ L19/20D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"37"
 ; ;"ON/OFF  0-10_ L19/20D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"38"
 ; ;"RS_ON/OFF  0-10_ L19/20D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"39"
 ; ;"REG_ABS 1 BYTE 0-10_ L23/24D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"40"
 ; ;"RS_REG 1 BYTE 0-10_ L23/24D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"41"
 ; ;"ON/OFF  0-10_ L23/24D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"42"
 ; ;"RS_ON/OFF  0-10_ L23/24D-RS-TC2-TL 10-TB4-ILUMINACION RACK´S";"1";"3";"43"
 ; ;"REG_ABS 1 BYTE 0-10_ L1/2D-PL-TC2-TL 1-TB3-ILUMINACION PALETS";"1";"3";"44"
 ; ;"RS_REG 1 BYTE 0-10_ L1/2D-PL-TC2-TL 1-TB3-ILUMINACION PALETS";"1";"3";"45"
 ; ;"ON/OFF  0-10_ L1/2D-PL-TC2-TL 1-TB3-ILUMINACION PALETS";"1";"3";"46"
 ; ;"RS_ON/OFF  0-10_ L1/2D-PL-TC2-TL 1-TB3-ILUMINACION PALETS";"1";"3";"47"
 ; ;"REG_ABS 1 BYTE 0-10_ L3/4D-PL-TC2-TL 2-TB3-ILUMINACION PALETS";"1";"3";"48"
 ; ;"RS_REG 1 BYTE 0-10_ L3/4D-PL-TC2-TL 2-TB3-ILUMINACION PALETS";"1";"3";"49"
 ; ;"ON/OFF  0-10_ L3/4D-PL-TC2-TL 2-TB3-ILUMINACION PALETS";"1";"3";"50"
 ; ;"RS_ON/OFF  0-10_ L3/4D-PL-TC2-TL 2-TB3-ILUMINACION PALETS";"1";"3";"51"
 ; ;"REG_ABS 1 BYTE 0-10_ L5/6D-RS-TC2-TL 3-TB3-ILUMINACION RACK´S";"1";"3";"52"
 ; ;"RS_REG 1 BYTE 0-10_ L5/6D-RS-TC2-TL 3-TB3-ILUMINACION RACK´S";"1";"3";"53"
 ; ;"ON/OFF  0-10_ L5/6D-RS-TC2-TL 3-TB3-ILUMINACION RACK´S";"1";"3";"54"
 ; ;"RS_ON/OFF  0-10_ L5/6D-RS-TC2-TL 3-TB3-ILUMINACION RACK´S";"1";"3";"55"
 ; ;"REG_ABS 1 BYTE 0-10_ L7/8D-RS-TC2-TL 4-TB3-ILUMINACION RACK´S";"1";"3";"56"
 ; ;"RS_REG 1 BYTE 0-10_ L7/8D-RS-TC2-TL 4-TB3-ILUMINACION RACK´S";"1";"3";"57"
 ; ;"ON/OFF  0-10_ L7/8D-RS-TC2-TL 4-TB3-ILUMINACION RACK´S";"1";"3";"58"
 ; ;"RS_ON/OFF  0-10_ L7/8D-RS-TC2-TL 4-TB3-ILUMINACION RACK´S";"1";"3";"59"
 ; ;"REG_ABS 1 BYTE 0-10_ L9/10D-RS-TC2-TL 5-TB3-ILUMINACION RACK´S";"1";"3";"60"
 ; ;"RS_REG 1 BYTE 0-10_ L9/10D-RS-TC2-TL 5-TB3-ILUMINACION RACK´S";"1";"3";"61"
 ; ;"ON/OFF  0-10_ L9/10D-RS-TC2-TL 5-TB3-ILUMINACION RACK´S";"1";"3";"62"
 ; ;"RS_ON/OFF  0-10_ L9/10D-RS-TC2-TL 5-TB3-ILUMINACION RACK´S";"1";"3";"63"
 ; ;"REG_ABS 1 BYTE 0-10_ L11/12D-PL-TC2-TL 6-TB3-ILUMINACION PALETS";"1";"3";"64"
 ; ;"RS_REG 1 BYTE 0-10_ L11/12D-PL-TC2-TL 6-TB3-ILUMINACION PALETS";"1";"3";"65"
 ; ;"ON/OFF  0-10_ L11/12D-PL-TC2-TL 6-TB3-ILUMINACION PALETS";"1";"3";"66"
 ; ;"RS_ON/OFF  0-10_ L11/12D-PL-TC2-TL 6-TB3-ILUMINACION PALETS";"1";"3";"67"
 ; ;"REG_ABS 1 BYTE 0-10_ L13/14D-PL-TC2-TL 7-TB3-ILUMINACION PALETS";"1";"3";"68"
 ; ;"RS_REG 1 BYTE 0-10_ L13/14D-PL-TC2-TL 7-TB3-ILUMINACION PALETS";"1";"3";"69"
 ; ;"ON/OFF  0-10_ L13/14D-PL-TC2-TL 7-TB3-ILUMINACION PALETS";"1";"3";"70"
 ; ;"RS_ON/OFF  0-10_ L13/14D-PL-TC2-TL 7-TB3-ILUMINACION PALETS";"1";"3";"71"
 ; ;"REG_ABS 1 BYTE 0-10_ L15/16D-PL-TC2-TL 8-TB3-ILUMINACION PALETS";"1";"3";"72"
 ; ;"RS_REG 1 BYTE 0-10_ L15/16D-PL-TC2-TL 8-TB3-ILUMINACION PALETS";"1";"3";"73"
 ; ;"ON/OFF  0-10_ L15/16D-PL-TC2-TL 8-TB3-ILUMINACION PALETS";"1";"3";"74"
 ; ;"RS_ON/OFF  0-10_ L15/16D-PL-TC2-TL 8-TB3-ILUMINACION PALETS";"1";"3";"75"
 ; ;"REG_ABS 1 BYTE 0-10_ L17/18D-PL-TC2-TL 9-TB3-ILUMINACION PALETS";"1";"3";"76"
 ; ;"RS_REG 1 BYTE 0-10_ L17/18D-PL-TC2-TL 9-TB3-ILUMINACION PALETS";"1";"3";"77"
 ; ;"ON/OFF  0-10_ L17/18D-PL-TC2-TL 9-TB3-ILUMINACION PALETS";"1";"3";"78"
 ; ;"RS_ON/OFF  0-10_ L17/18D-PL-TC2-TL 9-TB3-ILUMINACION PALETS";"1";"3";"79"
 ;"QG.TC.03"; ;"1";"4";""
 ; ;"SW - L1/2X-BM-TC3-TL 1-TB1-ILUMINACION BAJO MEZANINE";"1";"4";"0"
 ; ;"RS_ON/OFF L1/2X-BM-TC3-TL 1-TB1-ILUMINACION BAJO MEZANINE";"1";"4";"1"
 ; ;"SW - L3/4X-BN-TC3-TL 2-TB1-ILUMINACION BAJO MEZANINE";"1";"4";"3"
 ; ;"RS_ON/OFF L3/4X-BN-TC3-TL 2-TB1-ILUMINACION BAJO MEZANINE";"1";"4";"4"
 ; ;"SW - L5/6D-PL-TC3-TL 3-TB1-ILUMINACION PALETS";"1";"4";"6"
 ; ;"RS_ON/OFF L5/6D-PL-TC3-TL 3-TB1-ILUMINACION PALETS";"1";"4";"7"
 ; ;"REG_ABS 1 BYTE 0-10 L5/6D-PL-TC3-TL 3-TB1-ILUMINACION PALETS";"1";"4";"8"
 ; ;"RS_REG 1 BYTE 0-10 L5/6D-PL-TC3-TL 3-TB1-ILUMINACION PALETS";"1";"4";"9"
 ; ;"RS_ON/OFF 0-10 L5/6D-PL-TC3-TL 3-TB1-ILUMINACION PALETS";"1";"4";"11"
 ; ;"SW - L7/8D-PL-TC3-TL 4-TB1-ILUMINACION PALETS";"1";"4";"13"
 ; ;"RS_ON/OFF L7/8D-PL-TC3-TL 4-TB1-ILUMINACION PALETS";"1";"4";"14"
 ; ;"REG_ABS 1 BYTE 0-10 L7/8D-PL-TC3-TL 4-TB1-ILUMINACION PALETS";"1";"4";"15"
 ; ;"RS_REG 1 BYTE 0-10 L7/8D-PL-TC3-TL 4-TB1-ILUMINACION PALETS";"1";"4";"16"
 ; ;"RS_ON/OFF 0-10 L7/8D-PL-TC3-TL 4-TB1-ILUMINACION PALETS";"1";"4";"18"
 ; ;"SW - L9/10D-PL-TC3-TL 5-TB1-ILUMINACION PALETS";"1";"4";"20"
 ; ;"RS_ON/OFF L9/10D-PL-TC3-TL 5-TB1-ILUMINACION PALETS";"1";"4";"21"
 ; ;"REG_ABS 1 BYTE 0-10 L9/10D-PL-TC3-TL 5-TB1-ILUMINACION PALETS";"1";"4";"22"
 ; ;"RS_REG 1 BYTE 0-10 L9/10D-PL-TC3-TL 5-TB1-ILUMINACION PALETS";"1";"4";"23"
 ; ;"RS_ON/OFF 0-10 L9/10D-PL-TC3-TL 5-TB1-ILUMINACION PALETS";"1";"4";"25"
 ; ;"SW - L11/12D-RS-TC3-TL 6-TB1-ILUMINACION RACK´S";"1";"4";"27"
 ; ;"RS_ON/OFF L11/12D-RS-TC3-TL 6-TB1-ILUMINACION RACK´S";"1";"4";"28"
 ; ;"REG_ABS 1 BYTE 0-10 L11/12D-RS-TC3-TL 6-TB1-ILUMINACION RACK´S";"1";"4";"29"
 ; ;"RS_REG 1 BYTE 0-10 L11/12D-RS-TC3-TL 6-TB1-ILUMINACION RACK´S";"1";"4";"30"
 ; ;"RS_ON/OFF 0-10 L11/12D-RS-TC3-TL 6-TB1-ILUMINACION RACK´S";"1";"4";"32"
 ; ;"SW - L13/14D-RS-TC3-TL 7-TB1-ILUMINACION RACK´S";"1";"4";"34"
 ; ;"RS_ON/OFF L13/14D-RS-TC3-TL 7-TB1-ILUMINACION RACK´S";"1";"4";"35"
 ; ;"REG_ABS 1 BYTE 0-10 L13/14D-RS-TC3-TL 7-TB1-ILUMINACION RACK´S";"1";"4";"36"
 ; ;"RS_REG 1 BYTE 0-10 L13/14D-RS-TC3-TL 7-TB1-ILUMINACION RACK´S";"1";"4";"37"
 ; ;"RS_ON/OFF 0-10 L13/14D-RS-TC3-TL 7-TB1-ILUMINACION RACK´S";"1";"4";"39"
 ; ;"SW - L15/16D-RS-TC3-TL 8-TB1-ILUMINACION RACK´S";"1";"4";"41"
 ; ;"RS_ON/OFF L15/16D-RS-TC3-TL 8-TB1-ILUMINACION RACK´S";"1";"4";"42"
 ; ;"REG_ABS 1 BYTE 0-10 L15/16D-RS-TC3-TL 8-TB1-ILUMINACION RACK´S";"1";"4";"43"
 ; ;"RS_REG 1 BYTE 0-10 L15/16D-RS-TC3-TL 8-TB1-ILUMINACION RACK´S";"1";"4";"44"
 ; ;"RS_ON/OFF 0-10 L15/16D-RS-TC3-TL 8-TB1-ILUMINACION RACK´S";"1";"4";"46"
 ; ;"SW - L17/18D-RS-TC3-TL 9-TB1-ILUMINACION RACK´S";"1";"4";"48"
 ; ;"RS_ON/OFF L17/18D-RS-TC3-TL 9-TB1-ILUMINACION RACK´S";"1";"4";"49"
 ; ;"REG_ABS 1 BYTE 0-10 L17/18D-RS-TC3-TL 9-TB1-ILUMINACION RACK´S";"1";"4";"50"
 ; ;"RS_REG 1 BYTE 0-10 L17/18D-RS-TC3-TL 9-TB1-ILUMINACION RACK´S";"1";"4";"51"
 ; ;"RS_ON/OFF 0-10 L17/18D-RS-TC3-TL 9-TB1-ILUMINACION RACK´S";"1";"4";"53"
 ; ;"SW - L19/20D-RS-TC3-TL 10-TB1-ILUMINACION RACK´S";"1";"4";"55"
 ; ;"RS_ON/OFF L19/20D-RS-TC3-TL 10-TB1-ILUMINACION RACK´S";"1";"4";"56"
 ; ;"REG_ABS 1 BYTE 0-10 L19/20D-RS-TC3-TL 10-TB1-ILUMINACION RACK´S";"1";"4";"57"
 ; ;"RS_REG 1 BYTE 0-10 L19/20D-RS-TC3-TL 10-TB1-ILUMINACION RACK´S";"1";"4";"58"
 ; ;"RS_ON/OFF 0-10 L19/20D-RS-TC3-TL 10-TB1-ILUMINACION RACK´S";"1";"4";"60"
 ; ;"SW - L1/2X-MLL-TC3-TL 1-TIEB1-ILIMINACION MUELLES";"1";"4";"62"
 ; ;"RS_ON/OFF L1/2X-MLL-TC3-TL 1-TIEB1-ILIMINACION MUELLES";"1";"4";"63"
 ; ;"SW - L3/4X-MLL-TC3-TL 2-TIEB1-ILIMINACION MUELLES";"1";"4";"65"
 ; ;"RS_ON/OFF L3/4X-MLL-TC3-TL 2-TIEB1-ILIMINACION MUELLES";"1";"4";"66"
 ; ;"SW - L5/6X-EXT-TC3-TL 3-TIEB1-ILUMINACION EXTERIOR";"1";"4";"68"
 ; ;"RS_ON/OFF L5/6X-EXT-TC3-TL 3-TIEB1-ILUMINACION EXTERIOR";"1";"4";"69"
 ; ;"SW - L7/8X-EXT-TC3-TL 4-TIEB1-ILUMINACION EXTERIOR";"1";"4";"71"
 ; ;"RS_ON/OFF L7/8X-EXT-TC3-TL 4-TIEB1-ILUMINACION EXTERIOR";"1";"4";"72"
 ; ;"SW - L9/10X-RE-TC3-TL 5-TIEB1-RESERVA EQUIPADA";"1";"4";"74"
 ; ;"RS_ON/OFF L9/10X-RE-TC3-TL 5-TIEB1-RESERVA EQUIPADA";"1";"4";"75"
 ; ;"SW - L11/12X-RE-TC3-TL 6-TIEB1-RESERVA EQUIPADA";"1";"4";"77"
 ; ;"RS_ON/OFF L11/12X-RE-TC3-TL 6-TIEB1-RESERVA EQUIPADA";"1";"4";"78"
 ; ;"SW - L1/2X-BM-TC3-TL 1-TB2-ILUMINACION BAJO MEZANINE";"1";"4";"80"
 ; ;"RS_ON/OFF L1/2X-BM-TC3-TL 1-TB2-ILUMINACION BAJO MEZANINE";"1";"4";"81"
 ; ;"SW - L3/4X-BM-TC3-TL 2-TB2-ILUMINACION BAJO MEZANINE";"1";"4";"83"
 ; ;"RS_ON/OFF L3/4X-BM-TC3-TL 2-TB2-ILUMINACION BAJO MEZANINE";"1";"4";"84"
 ; ;"SW - L5/6D-RS-TC3-TL 3-TB2-ILUMINACION RACK´S";"1";"4";"86"
 ; ;"RS_ON/OFF L5/6D-RS-TC3-TL 3-TB2-ILUMINACION RACK´S";"1";"4";"87"
 ; ;"REG_ABS 1 BYTE 0-10 L5/6D-RS-TC3-TL 3-TB2-ILUMINACION RACK´S";"1";"4";"88"
 ; ;"RS_REG 1 BYTE 0-10 L5/6D-RS-TC3-TL 3-TB2-ILUMINACION RACK´S";"1";"4";"89"
 ; ;"RS_ON/OFF 0-10 L5/6D-RS-TC3-TL 3-TB2-ILUMINACION RACK´S";"1";"4";"91"
 ; ;"SW - L7/8D-RS-TC3-TL 4-TB2-ILUMINACION RACK´S";"1";"4";"93"
 ; ;"RS_ON/OFF L7/8D-RS-TC3-TL 4-TB2-ILUMINACION RACK´S";"1";"4";"94"
 ; ;"REG_ABS 1 BYTE 0-10 L7/8D-RS-TC3-TL 4-TB2-ILUMINACION RACK´S";"1";"4";"95"
 ; ;"RS_REG 1 BYTE 0-10 L7/8D-RS-TC3-TL 4-TB2-ILUMINACION RACK´S";"1";"4";"96"
 ; ;"RS_ON/OFF 0-10 L7/8D-RS-TC3-TL 4-TB2-ILUMINACION RACK´S";"1";"4";"98"
 ; ;"SW - L9/10D-RS-TC3-TL 5-TB2-ILUMINACION RACK´S";"1";"4";"100"
 ; ;"RS_ON/OFF L9/10D-RS-TC3-TL 5-TB2-ILUMINACION RACK´S";"1";"4";"101"
 ; ;"REG_ABS 1 BYTE 0-10 L9/10D-RS-TC3-TL 5-TB2-ILUMINACION RACK´S";"1";"4";"102"
 ; ;"RS_REG 1 BYTE 0-10 L9/10D-RS-TC3-TL 5-TB2-ILUMINACION RACK´S";"1";"4";"103"
 ; ;"RS_ON/OFF 0-10 L9/10D-RS-TC3-TL 5-TB2-ILUMINACION RACK´S";"1";"4";"105"
 ; ;"SW - L11/12D-PL-TC3-TL 6-TB2-ILUMINACION PALETS";"1";"4";"107"
 ; ;"RS_ON/OFF L11/12D-PL-TC3-TL 6-TB2-ILUMINACION PALETS";"1";"4";"108"
 ; ;"REG_ABS 1 BYTE 0-10 L11/12D-PL-TC3-TL 6-TB2-ILUMINACION PALETS";"1";"4";"109"
 ; ;"RS_REG 1 BYTE 0-10 L11/12D-PL-TC3-TL 6-TB2-ILUMINACION PALETS";"1";"4";"110"
 ; ;"RS_ON/OFF 0-10 L11/12D-PL-TC3-TL 6-TB2-ILUMINACION PALETS";"1";"4";"112"
 ; ;"SW - L13/14D-PL-TC3-TL 7-TB2-ILUMINACION PALETS";"1";"4";"114"
 ; ;"RS_ON/OFF L13/14D-PL-TC3-TL 7-TB2-ILUMINACION PALETS";"1";"4";"115"
 ; ;"REG_ABS 1 BYTE 0-10 L13/14D-PL-TC3-TL 7-TB2-ILUMINACION PALETS";"1";"4";"116"
 ; ;"RS_REG 1 BYTE 0-10 L13/14D-PL-TC3-TL 7-TB2-ILUMINACION PALETS";"1";"4";"117"
 ; ;"RS_ON/OFF 0-10 L13/14D-PL-TC3-TL 7-TB2-ILUMINACION PALETS";"1";"4";"119"
 ; ;"SW - L15/16D-PL-TC3-TL 8-TB2-ILUMINACION PALETS";"1";"4";"121"
 ; ;"RS_ON/OFF L15/16D-PL-TC3-TL 8-TB2-ILUMINACION PALETS";"1";"4";"122"
 ; ;"REG_ABS 1 BYTE 0-10 L15/16D-PL-TC3-TL 8-TB2-ILUMINACION PALETS";"1";"4";"123"
 ; ;"RS_REG 1 BYTE 0-10 L15/16D-PL-TC3-TL 8-TB2-ILUMINACION PALETS";"1";"4";"124"
 ; ;"RS_ON/OFF 0-10 L15/16D-PL-TC3-TL 8-TB2-ILUMINACION PALETS";"1";"4";"126"
 ; ;"SW - L17/18D-PL-TC3-TL 9-TB2-ILUMINACION PALETS";"1";"4";"128"
 ; ;"RS_ON/OFF L17/18D-PL-TC3-TL 9-TB2-ILUMINACION PALETS";"1";"4";"129"
 ; ;"REG_ABS 1 BYTE 0-10 L17/18D-PL-TC3-TL 9-TB2-ILUMINACION PALETS";"1";"4";"130"
 ; ;"RS_REG 1 BYTE 0-10 L17/18D-PL-TC3-TL 9-TB2-ILUMINACION PALETS";"1";"4";"131"
 ; ;"RS_ON/OFF 0-10 L17/18D-PL-TC3-TL 9-TB2-ILUMINACION PALETS";"1";"4";"133"
 ; ;"SW - L1/2X-B2-TC3-TL 1-TEB2-INVERSOR 1 BODEGA 2";"1";"4";"135"
 ; ;"RS_ON/OFF L1/2X-B2-TC3-TL 1-TEB2-INVERSOR 1 BODEGA 2";"1";"4";"136"
 ; ;"SW - L3/4X-RE-TC3-TL 2-TEB2-RESERVA EQUIPADA";"1";"4";"138"
 ; ;"RS_ON/OFF L3/4X-RE-TC3-TL 2-TEB2-RESERVA EQUIPADA";"1";"4";"139"
 ; ;"SW - L1/2X-PT-TC3-TL 1-TPB2-ILUMINACION PLATAFORMA TECNICA";"1";"4";"141"
 ; ;"RS_ON/OFF L1/2X-PT-TC3-TL 1-TPB2-ILUMINACION PLATAFORMA TECNICA";"1";"4";"142"
 ; ;"SW - L3/4X-PT-TC3-TL 2-TPB2-ILUMINACION PLATAFORMA TECNICA";"1";"4";"144"
 ; ;"RS_ON/OFF L3/4X-PT-TC3-TL 2-TPB2-ILUMINACION PLATAFORMA TECNICA";"1";"4";"145"
 ; ;"SW - L5/6X-CB-TC3-TL 3-TPB2-ILUMINACION CUBIERTA";"1";"4";"147"
 ; ;"RS_ON/OFF L5/6X-CB-TC3-TL 3-TPB2-ILUMINACION CUBIERTA";"1";"4";"148"
 ; ;"SW - L7/8X-CB-TC3-TL 4-TPB2-ILUMINACION CUBIERTA";"1";"4";"150"
 ; ;"RS_ON/OFF L7/8X-CB-TC3-TL 4-TPB2-ILUMINACION CUBIERTA";"1";"4";"151"
 ; ;"SW - L1/2X-MLL-TC3-TL 1-TIEB2-ILIMINACION MUELLES";"1";"4";"153"
 ; ;"RS_ON/OFF L1/2X-MLL-TC3-TL 1-TIEB2-ILIMINACION MUELLES";"1";"4";"154"
 ; ;"SW - L3/4X-MLL-TC3-TL 2-TIEB2-ILIMINACION MUELLES";"1";"4";"156"
 ; ;"RS_ON/OFF L3/4X-MLL-TC3-TL 2-TIEB2-ILIMINACION MUELLES";"1";"4";"157"
 ; ;"SW - L5/6X-EXT-TC3-TL 3-TIEB2-ILUMINACION EXTERIOR";"1";"4";"159"
 ; ;"RS_ON/OFF L5/6X-EXT-TC3-TL 3-TIEB2-ILUMINACION EXTERIOR";"1";"4";"160"
 ; ;"SW - L7/8X-EXT-TC3-TL 4-TIEB2-ILUMINACION EXTERIOR";"1";"4";"162"
 ; ;"RS_ON/OFF L7/8X-EXT-TC3-TL 4-TIEB2-ILUMINACION EXTERIOR";"1";"4";"163"
 ; ;"SW - L9X-RE-TC3-TL 5-TIEB2-RESERVA EQUIPADA";"1";"4";"165"
 ; ;"RS_ON/OFF L9X-RE-TC3-TL 5-TIEB2-RESERVA EQUIPADA";"1";"4";"166"
 ; ;"SW - L10X-RE-TC3-TL 6-TIEB2-RESERVA EQUIPADA";"1";"4";"168"
 ; ;"RS_ON/OFF L10X-RE-TC3-TL 6-TIEB2-RESERVA EQUIPADA";"1";"4";"169"
 ; ;"SW - L11X-RE-TC3-TL 7-TIEB2-RESERVA EQUIPADA";"1";"4";"171"
 ; ;"RS_ON/OFF L11X-RE-TC3-TL 7-TIEB2-RESERVA EQUIPADA";"1";"4";"172"
 ; ;"SW - L12X-RE-TC3-TL 8-TIEB2-RESERVA EQUIPADA";"1";"4";"174"
 ; ;"RS_ON/OFF L12X-RE-TC3-TL 8-TIEB2-RESERVA EQUIPADA";"1";"4";"175"
 ;"QG.TC.04"; ;"1";"5";""
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 1 ILU KIPS";"1";"5";"1"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 2 ILU CCTV-RACK-OFICINA";"1";"5";"2"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 3 ILU SALA DE REUNION";"1";"5";"3"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 4 ILU SALA DE REUNION";"1";"5";"4"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 5 ILU SALA DE REUNION";"1";"5";"5"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 6 ILU ARCHIVO";"1";"5";"6"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 7 ILU ARCHIVO";"1";"5";"7"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 8 ILU ZONA TECNICA-IT";"1";"5";"8"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 9 ILU BANOS";"1";"5";"9"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 10 ILU CAFETERIA Y ESCALERA";"1";"5";"10"
