"Main";"Middle";"Sub";"Main";"Middle";"Sub"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 11 ILU OFICINAS";"1";"5";"11"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 12 ILU OFICINAS";"1";"5";"12"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 13 ILU PUESTOS DE TRABAJO";"1";"5";"13"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 14 ILU PUESTOS DE TRABAJO";"1";"5";"14"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 15 ILU PUESTOS DE TRABAJO";"1";"5";"15"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 16 ILU SALA DE REUNION";"1";"5";"16"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 17 ILU SALA DE CAPACITACION";"1";"5";"17"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 18 ILU SALA DE CAPACITACION";"1";"5";"18"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 19 ILU PASILLO MEZANINE";"1";"5";"19"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 20 ILU PASILLO MEZANINE";"1";"5";"20"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 21 ILU PUENTE";"1";"5";"21"
 ; ;"RS_ON/OFF_TM - Q.GTC.04 - CTO 22 ILU PUENTE";"1";"5";"22"
 ; ;"RS_ON/OFF_TPM - Q.GTC.04 - CTO 1-2 ILU PLATAFORMA TECNICA";"1";"5";"23"
 ; ;"RS_ON/OFF_TPM - Q.GTC.04 - CTO 3-4 ILU PLATAFORMA TECNICA";"1";"5";"24"
 ; ;"RS_ON/OFF_TPM - Q.GTC.04 - CTO 5-6 ILU CUBIERTA";"1";"5";"25"
 ; ;"RS_ON/OFF_TPM - Q.GTC.04 - CTO 7-8 ILU CUBIERTA";"1";"5";"26"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 1 ILU KIPS";"1";"5";"62"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 10 ILU CAFETERIA Y ESCALERA";"1";"5";"63"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 11 ILU OFICINAS";"1";"5";"64"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 12 ILU OFICINAS";"1";"5";"65"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 13 ILU PUESTOS DE TRABAJO";"1";"5";"66"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 14 ILU PUESTOS DE TRABAJO";"1";"5";"67"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 15 ILU PUESTOS DE TRABAJO";"1";"5";"68"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 16 ILU SALA DE REUNION";"1";"5";"69"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 17 ILU SALA DE CAPACITACION";"1";"5";"70"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 18 ILU SALA DE CAPACITACION";"1";"5";"71"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 19 ILU PASILLO MEZANINE";"1";"5";"72"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 2 ILU CCTV-RACK-OFICINA";"1";"5";"73"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 20 ILU PASILLO MEZANINE";"1";"5";"74"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 21 ILU PUENTE";"1";"5";"75"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 22 ILU PUENTE";"1";"5";"76"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 3 ILU SALA DE REUNION";"1";"5";"77"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 4 ILU SALA DE REUNION";"1";"5";"78"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 5 ILU SALA DE REUNION";"1";"5";"79"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 6 ILU ARCHIVO";"1";"5";"80"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 7 ILU ARCHIVO";"1";"5";"81"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 8 ILU ZONA TECNICA-IT";"1";"5";"82"
 ; ;"SWITCH_TM - Q.GTC.04 - CTO 9 ILU BANOS";"1";"5";"83"
 ; ;"SWITCH_TPM - Q.GTC.04 - CTO 1-2 ILU PLATAFORMA TECNICA";"1";"5";"84"
 ; ;"SWITCH_TPM - Q.GTC.04 - CTO 3-4 ILU PLATAFORMA TECNICA";"1";"5";"85"
 ; ;"SWITCH_TPM - Q.GTC.04 - CTO 5-6 ILU CUBIERTA";"1";"5";"86"
 ; ;"SWITCH_TPM - Q.GTC.04 - CTO 7-8 ILU CUBIERTA";"1";"5";"87"
 ; ;"REG_GRUPO 1_OFICINAS_PUESTOS DE TRABAJO MEZANINNE";"1";"5";"88"
 ; ;"REG_GRUPO 2_OFICINAS_PUESTOS DE TRABAJO MEZANINNE";"1";"5";"89"
 ; ;"RS_REG_GRUPO 1_OFICINAS_PUESTOS DE TRABAJO MEZANINNE";"1";"5";"90"
 ; ;"RS_REG_GRUPO 2_OFICINAS_PUESTOS DE TRABAJO MEZANINNE";"1";"5";"91"
 ; ;"REG_ABS_TM - Q.GTC.04 - CTO 19 ILU PASILLO MEZANINE";"1";"5";"92"
 ; ;"RS_REG_TM - Q.GTC.04 - CTO 19 ILU PASILLO MEZANINE";"1";"5";"93"
 ; ;"REG_ABS_TM - Q.GTC.04 - CTO 20 ILU PASILLO MEZANINE";"1";"5";"94"
 ; ;"RS_REG_TM - Q.GTC.04 - CTO 20 ILU PASILLO MEZANINE";"1";"5";"95"
 ; ;"ON/OFF_DALI_GRUPO 1_OFICINAS";"1";"5";"96"
 ; ;"ON/OFF_DALI_GRUPO 2_OFICINAS";"1";"5";"97"
 ;"QG.TC.05"; ;"1";"6";""
 ; ;"SW_TC - QGTC05  - TL - CTO 1  ILU COMEDOR";"1";"6";"1"
 ; ;"SW_TC - QGTC05  - TL - CTO 2  ILU COMEDOR";"1";"6";"2"
 ; ;"SW_TC - QGTC05  - TL - CTO 3  ILUM. COCINA LAVADO Y PREPARACIONES";"1";"6";"3"
 ; ;"SW_TC - QGTC05  - TL - CTO 4  ILUM.CAMARAS - CUARTOS TECNICOS";"1";"6";"4"
 ; ;"SW_TC - QGTC05  - TL - CTO 5  ILUM. OFICINA ALMACEN Y CAVA BASURAS";"1";"6";"5"
 ; ;"SW_TC - QGTC05  - TL - CTO 6  ILU CORREDOR";"1";"6";"6"
 ; ;"SW_TC - QGTC05  - TL - CTO 7  ILU EMERGENCIA.";"1";"6";"7"
 ; ;"SW_TC - QGTC05  - TL - CTO 8  ILU CUBIERTA CASINO";"1";"6";"8"
 ; ;"SW_TC - QGTC05  - TL - CTO 9  ILU EXHIBIDORES";"1";"6";"9"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 1 - 2  ILU EXTERIOR";"1";"6";"10"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 3 - 4  ILU EXTERIOR";"1";"6";"11"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 5 - 6  ILU EXTERIOR";"1";"6";"12"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 7 - 8  ILU EXTERIOR";"1";"6";"13"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 9 -10 RESERVA EQUIPADA";"1";"6";"14"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 11 -12 RESERVA EQUIPADA";"1";"6";"15"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 13 -14  ILU FACHADA";"1";"6";"16"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 15 -16  ILU FACHADA";"1";"6";"17"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 17 RESERVA EQUIPADA";"1";"6";"18"
 ; ;"SW_TIEC - QGTC05  - TL - CTO 18 RESERVA EQUIPADA";"1";"6";"19"
 ; ;"SW_TS - QGTC05  - TL - CTO 1  ILU LOBBY";"1";"6";"20"
 ; ;"SW_TS - QGTC05  - TL - CTO 2  ILU ENFERMERIA-BANOS- CUARTO TECNICO";"1";"6";"21"
 ; ;"SW_TS - QGTC05  - TL - CTO 3  ILUM PASILLO";"1";"6";"22"
 ; ;"SW_TS - QGTC05  - TL - CTO 4  ILUM PASILLO";"1";"6";"23"
 ; ;"SW_TS - QGTC05  - TL - CTO 5  ILU BANOS- VESTIER";"1";"6";"24"
 ; ;"SW_TS - QGTC05  - TL - CTO 6  ILU BANOS- VESTIER";"1";"6";"25"
 ; ;"SW_TS - QGTC05  - TL - CTO 7  ILU EMERGENCIA.";"1";"6";"26"
 ; ;"SW_TS - QGTC05  - TL - CTO 8  ILU 2° Y 3° PISO";"1";"6";"27"
 ; ;"RS_TC - QGTC05  - TL - CTO 1  ILU COMEDOR";"1";"6";"28"
 ; ;"RS_TC - QGTC05  - TL - CTO 2  ILU COMEDOR";"1";"6";"29"
 ; ;"RS_TC - QGTC05  - TL - CTO 3  ILUM. COCINA LAVADO Y PREPARACIONES";"1";"6";"30"
 ; ;"RS_TC - QGTC05  - TL - CTO 4  ILUM.CAMARAS - CUARTOS TECNICOS";"1";"6";"31"
 ; ;"RS_TC - QGTC05  - TL - CTO 5  ILUM. OFICINA ALMACEN Y CAVA BASURAS";"1";"6";"32"
 ; ;"RS_TC - QGTC05  - TL - CTO 6  ILU CORREDOR";"1";"6";"33"
 ; ;"RS_TC - QGTC05  - TL - CTO 7  ILU EMERGENCIA.";"1";"6";"34"
 ; ;"RS_TC - QGTC05  - TL - CTO 8  ILU CUBIERTA CASINO";"1";"6";"35"
 ; ;"RS_TC - QGTC05  - TL - CTO 9  ILU EXHIBIDORES";"1";"6";"36"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 1 - 2  ILU EXTERIOR";"1";"6";"37"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 3 - 4  ILU EXTERIOR";"1";"6";"38"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 5 - 6  ILU EXTERIOR";"1";"6";"39"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 7 - 8  ILU EXTERIOR";"1";"6";"40"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 9 -10 RESERVA EQUIPADA";"1";"6";"41"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 11 -12 RESERVA EQUIPADA";"1";"6";"42"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 13 -14  ILU FACHADA";"1";"6";"43"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 15 -16  ILU FACHADA";"1";"6";"44"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 17 RESERVA EQUIPADA";"1";"6";"45"
 ; ;"RS_TIEC - QGTC05  - TL - CTO 18 RESERVA EQUIPADA";"1";"6";"46"
 ; ;"RS_TS - QGTC05  - TL - CTO 1  ILU LOBBY";"1";"6";"47"
 ; ;"RS_TS - QGTC05  - TL - CTO 2  ILU ENFERMERIA-BANOS- CUARTO TECNICO";"1";"6";"48"
 ; ;"RS_TS - QGTC05  - TL - CTO 3  ILUM PASILLO";"1";"6";"49"
 ; ;"RS_TS - QGTC05  - TL - CTO 4  ILUM PASILLO";"1";"6";"50"
 ; ;"RS_TS - QGTC05  - TL - CTO 5  ILU BANOS- VESTIER";"1";"6";"51"
 ; ;"RS_TS - QGTC05  - TL - CTO 6  ILU BANOS- VESTIER";"1";"6";"52"
 ; ;"RS_TS - QGTC05  - TL - CTO 7  ILU EMERGENCIA.";"1";"6";"53"
 ; ;"RS_TS - QGTC05  - TL - CTO 8  ILU 2° Y 3° PISO";"1";"6";"54"
 ; ;"ON/OFF_GRUPO 1_ILU COMEDOR";"1";"6";"55"
 ; ;"ON/OFF_GRUPO 2_ILU COMEDOR";"1";"6";"56"
 ; ;"REG_GRUPO 1_ILU COMEDOR";"1";"6";"57"
 ; ;"REG_GRUPO 2_ILU COMEDOR";"1";"6";"58"
 ; ;"RS_REG_GRUPO 2_ILU CASINO";"1";"6";"59"
 ; ;"RS_REG_GRUPO 2_ILU CASINO";"1";"6";"60"
"kjb"; ; ;"2";"";""
 ;"lkjn"; ;"2";"0";""
 ; ;"1";"2";"0";"0"
 ; ;"1 peticion";"2";"0";"1"
 ; ;"2";"2";"0";"2"
 ; ;"2 peticion";"2";"0";"3"
"MEDIDORES DE AGUA"; ; ;"4";"";""
 ;"Q.GTC1"; ;"4";"1";""
 ; ;"Consumo Documentos";"4";"1";"0"
 ; ;"Caudal Documentos";"4";"1";"1"
 ; ;"Alarma caudal bajo Documentos";"4";"1";"2"
 ; ;"Valor Caudal Bajo Documentos";"4";"1";"3"
 ; ;"Alarma caudal Alto Documentos";"4";"1";"4"
 ; ;"Valor Caudal Alto Documentos";"4";"1";"5"
 ; ;"RES_1 Documentos";"4";"1";"6"
 ; ;"RES_2 Documentos";"4";"1";"7"
 ; ;"RES_3 Documentos";"4";"1";"8"
 ; ;"Consumo Portería";"4";"1";"9"
 ; ;"Caudal Portería";"4";"1";"10"
 ; ;"Alarma caudal bajo Portería";"4";"1";"11"
 ; ;"Valor Caudal Bajo Portería";"4";"1";"12"
 ; ;"Alarma caudal Alto Portería";"4";"1";"13"
 ; ;"Valor Caudal Alto Portería";"4";"1";"14"
 ; ;"RES_1 Portería";"4";"1";"15"
 ; ;"RES_2 Portería";"4";"1";"16"
 ; ;"RES_3 Portería";"4";"1";"17"
 ; ;"Consumo PTAP/Reposición Equipos de Frío";"4";"1";"18"
 ; ;"Caudal PTAP/Reposición Equipos de Frío";"4";"1";"19"
 ; ;"Alarma caudal bajo PTAP/Reposición Equipos de Frío";"4";"1";"20"
 ; ;"Valor Caudal Bajo PTAP/Reposición Equipos de Frío";"4";"1";"21"
 ; ;"Alarma caudal Alto PTAP/Reposición Equipos de Frío";"4";"1";"22"
 ; ;"Valor Caudal Alto PTAP/Reposición Equipos de Frío";"4";"1";"23"
 ; ;"RES_1 PTAP/Reposición Equipos de Frío";"4";"1";"24"
 ; ;"RES_2 PTAP/Reposición Equipos de Frío";"4";"1";"25"
 ; ;"RES_3 PTAP/Reposición Equipos de Frío";"4";"1";"26"
 ; ;"Consumo Extracción de Amaniaco Equipos de Frío";"4";"1";"27"
 ; ;"Caudal Extracción de Amaniaco Equipos de Frío";"4";"1";"28"
 ; ;"Alarma caudal bajo Extracción de Amaniaco Equipos de Frío";"4";"1";"29"
 ; ;"Valor Caudal Bajo Extracción de Amaniaco Equipos de Frío";"4";"1";"30"
 ; ;"Alarma caudal Alto Extracción de Amaniaco Equipos de Frío";"4";"1";"31"
 ; ;"Valor Caudal Alto Extracción de Amaniaco Equipos de Frío";"4";"1";"32"
 ; ;"RES_1 Extracción de Amaniaco Equipos de Frío";"4";"1";"33"
 ; ;"RES_2 Extracción de Amaniaco Equipos de Frío";"4";"1";"34"
 ; ;"RES_3 Extracción de Amaniaco Equipos de Frío";"4";"1";"35"
 ; ;"Consumo Sistema Neutralizador Equipos de Frío";"4";"1";"36"
 ; ;"Caudal Sistema Neutralizador Equipos de Frío";"4";"1";"37"
 ; ;"Alarma caudal bajo Sistema Neutralizador Equipos de Frío";"4";"1";"38"
 ; ;"Valor Caudal Bajo Sistema Neutralizador Equipos de Frío";"4";"1";"39"
 ; ;"Alarma caudal Alto Sistema Neutralizador Equipos de Frío";"4";"1";"40"
 ; ;"Valor Caudal Alto Sistema Neutralizador Equipos de Frío";"4";"1";"41"
 ; ;"RES_1 Sistema Neutralizador Equipos de Frío";"4";"1";"42"
 ; ;"RES_2 Sistema Neutralizador Equipos de Frío";"4";"1";"43"
 ; ;"RES_3 Sistema Neutralizador Equipos de Frío";"4";"1";"44"
 ; ;"Consumo Alimentación de agua para purgador";"4";"1";"45"
 ; ;"Caudal Alimentación de agua para purgador";"4";"1";"46"
 ; ;"Alarma caudal bajo Alimentación de agua para purgador";"4";"1";"47"
 ; ;"Valor Caudal Bajo Alimentación de agua para purgador";"4";"1";"48"
 ; ;"Alarma caudal Alto Alimentación de agua para purgador";"4";"1";"49"
 ; ;"Valor Caudal Alto Alimentación de agua para purgador";"4";"1";"50"
 ; ;"RES_1 Alimentación de agua para purgador";"4";"1";"51"
 ; ;"RES_2 Alimentación de agua para purgador";"4";"1";"52"
 ; ;"RES_3 Alimentación de agua para purgador";"4";"1";"53"
 ;"Q.GTC2"; ;"4";"2";""
 ; ;"Consumo Acueducto San Martin/PTAP";"4";"2";"0"
 ; ;"Caudal Acueducto San Martin/PTAP";"4";"2";"1"
 ; ;"Alarma caudal bajo Acueducto San Martin/PTAP";"4";"2";"2"
 ; ;"Valor Caudal Bajo Acueducto San Martin/PTAP";"4";"2";"3"
 ; ;"Alarma caudal Alto Acueducto San Martin/PTAP";"4";"2";"4"
 ; ;"Valor Caudal Alto Acueducto San Martin/PTAP";"4";"2";"5"
 ; ;"RES_1 Acueducto San Martin/PTAP";"4";"2";"6"
 ; ;"RES_2 Acueducto San Martin/PTAP";"4";"2";"7"
 ; ;"RES_3 Acueducto San Martin/PTAP";"4";"2";"8"
 ; ;"Consumo Acueducto La Aurora/PTAP";"4";"2";"9"
 ; ;"Caudal Acueducto La Aurora/PTAP";"4";"2";"10"
 ; ;"Alarma caudal bajo Acueducto La Aurora/PTAP";"4";"2";"11"
 ; ;"Valor Caudal Bajo Acueducto La Aurora/PTAP";"4";"2";"12"
 ; ;"Alarma caudal Alto Acueducto La Aurora/PTAP";"4";"2";"13"
 ; ;"Valor Caudal Alto Acueducto La Aurora/PTAP";"4";"2";"14"
 ; ;"RES_1 Acueducto La Aurora/PTAP";"4";"2";"15"
 ; ;"RES_2 Acueducto La Aurora/PTAP";"4";"2";"16"
 ; ;"RES_3 Acueducto La Aurora/PTAP";"4";"2";"17"
 ; ;"Consumo PTAP/Distribución";"4";"2";"18"
 ; ;"Caudal PTAP/Distribución";"4";"2";"19"
 ; ;"Alarma caudal bajo PTAP/Distribución";"4";"2";"20"
 ; ;"Valor Caudal Bajo PTAP/Distribución";"4";"2";"21"
 ; ;"Alarma caudal Alto PTAP/Distribución";"4";"2";"22"
 ; ;"Valor Caudal Alto PTAP/Distribución";"4";"2";"23"
 ; ;"RES_1 PTAP/Distribución";"4";"2";"24"
 ; ;"RES_2 PTAP/Distribución";"4";"2";"25"
 ; ;"RES_3 PTAP/Distribución";"4";"2";"26"
 ; ;"Consumo PTAP";"4";"2";"27"
 ; ;"Caudal PTAP";"4";"2";"28"
 ; ;"Alarma caudal bajo PTAP";"4";"2";"29"
 ; ;"Valor Caudal Bajo PTAP";"4";"2";"30"
 ; ;"Alarma caudal Alto PTAP";"4";"2";"31"
 ; ;"Valor Caudal Alto PTAP";"4";"2";"32"
 ; ;"RES_1 PTAP";"4";"2";"33"
 ; ;"RES_2 PTAP";"4";"2";"34"
 ; ;"RES_3 PTAP";"4";"2";"35"
 ; ;"Consumo Pozo de agua Subterranea/PTAP";"4";"2";"36"
 ; ;"Caudal Pozo de agua Subterranea/PTAP";"4";"2";"37"
 ; ;"Alarma caudal bajo Pozo de agua Subterranea/PTAP";"4";"2";"38"
 ; ;"Valor Caudal Bajo Pozo de agua Subterranea/PTAP";"4";"2";"39"
 ; ;"Alarma caudal Alto Pozo de agua Subterranea/PTAP";"4";"2";"40"
 ; ;"Valor Caudal Alto Pozo de agua Subterranea/PTAP";"4";"2";"41"
 ; ;"RES_1 Pozo de agua Subterranea/PTAP";"4";"2";"42"
 ; ;"RES_2 Pozo de agua Subterranea/PTAP";"4";"2";"43"
 ; ;"RES_3 Pozo de agua Subterranea/PTAP";"4";"2";"44"
 ; ;"Consumo Lavado Externo de Camiones";"4";"2";"45"
 ; ;"Caudal Lavado Externo de Camiones";"4";"2";"46"
 ; ;"Alarma caudal bajo Lavado Externo de Camiones";"4";"2";"47"
 ; ;"Valor Caudal Bajo Lavado Externo de Camiones";"4";"2";"48"
 ; ;"Alarma caudal Alto Lavado Externo de Camiones";"4";"2";"49"
 ; ;"Valor Caudal Alto Lavado Externo de Camiones";"4";"2";"50"
 ; ;"RES_1 Lavado Externo de Camiones";"4";"2";"51"
 ; ;"RES_2 Lavado Externo de Camiones";"4";"2";"52"
 ; ;"RES_3 Lavado Externo de Camiones";"4";"2";"53"
 ; ;"Consumo Residuos Peligrosos";"4";"2";"54"
 ; ;"Caudal Residuos Peligrosos";"4";"2";"55"
 ; ;"Alarma caudal bajo Residuos Peligrosos";"4";"2";"56"
 ; ;"Valor Caudal Bajo Residuos Peligrosos";"4";"2";"57"
 ; ;"Alarma caudal Alto Residuos Peligrosos";"4";"2";"58"
 ; ;"Valor Caudal Alto Residuos Peligrosos";"4";"2";"59"
 ; ;"RES_1 Residuos Peligrosos";"4";"2";"60"
 ; ;"RES_2 Residuos Peligrosos";"4";"2";"61"
 ; ;"RES_3 Residuos Peligrosos";"4";"2";"62"
 ; ;"Consumo Tanque RCI";"4";"2";"63"
 ; ;"Caudal Tanque RCI";"4";"2";"64"
 ; ;"Alarma caudal bajo Tanque RCI";"4";"2";"65"
 ; ;"Valor Caudal Bajo Tanque RCI";"4";"2";"66"
 ; ;"Alarma caudal Alto Tanque RCI";"4";"2";"67"
 ; ;"Valor Caudal Alto Tanque RCI";"4";"2";"68"
 ; ;"RES_1 Tanque RCI";"4";"2";"69"
 ; ;"RES_2 Tanque RCI";"4";"2";"70"
 ; ;"RES_3 Tanque RCI";"4";"2";"71"
 ; ;"Consumo Lavado Interno de Camiones";"4";"2";"72"
 ; ;"Caudal Lavado Interno de Camiones";"4";"2";"73"
 ; ;"Alarma caudal bajo Lavado Interno de Camiones";"4";"2";"74"
 ; ;"Valor Caudal Bajo Lavado Interno de Camiones";"4";"2";"75"
 ; ;"Alarma caudal Alto Lavado Interno de Camiones";"4";"2";"76"
 ; ;"Valor Caudal Alto Lavado Interno de Camiones";"4";"2";"77"
 ; ;"RES_1 Lavado Interno de Camiones";"4";"2";"78"
 ; ;"RES_2 Lavado Interno de Camiones";"4";"2";"79"
 ; ;"RES_3 Lavado Interno de Camiones";"4";"2";"80"
 ;"Q.GTC3"; ;"4";"3";""
 ; ;"Consumo Bodega";"4";"3";"0"
 ; ;"Caudal Bodega";"4";"3";"1"
 ; ;"Alarma caudal bajo Bodega";"4";"3";"2"
 ; ;"Valor Caudal Bajo Bodega";"4";"3";"3"
 ; ;"Alarma caudal Alto Bodega";"4";"3";"4"
 ; ;"Valor Caudal Alto Bodega";"4";"3";"5"
 ; ;"RES_1 Bodega";"4";"3";"6"
 ; ;"RES_2 Bodega";"4";"3";"7"
 ; ;"RES_3 Bodega";"4";"3";"8"
 ;"Q.GTC4"; ;"4";"4";""
 ; ;"Consumo Mezanine";"4";"4";"0"
 ; ;"Caudal Mezanine";"4";"4";"1"
 ; ;"Alarma caudal bajo Mezanine";"4";"4";"2"
 ; ;"Valor Caudal Bajo Mezanine";"4";"4";"3"
 ; ;"Alarma caudal Alto Mezanine";"4";"4";"4"
 ; ;"Valor Caudal Alto Mezanine";"4";"4";"5"
 ; ;"RES_1 Mezanine";"4";"4";"6"
 ; ;"RES_2 Mezanine";"4";"4";"7"
 ; ;"RES_3 Mezanine";"4";"4";"8"
 ;"Q.GTC5"; ;"4";"5";""
 ; ;"Consumo Calentadores de Agua Duchas";"4";"5";"0"
 ; ;"Caudal Calentadores de Agua Duchas";"4";"5";"1"
 ; ;"Alarma caudal bajo Calentadores de Agua Duchas";"4";"5";"2"
 ; ;"Valor Caudal Bajo Calentadores de Agua Duchas";"4";"5";"3"
 ; ;"Alarma caudal Alto Calentadores de Agua Duchas";"4";"5";"4"
 ; ;"Valor Caudal Alto Calentadores de Agua Duchas";"4";"5";"5"
 ; ;"RES_1 Calentadores de Agua Duchas";"4";"5";"6"
 ; ;"RES_2 Calentadores de Agua Duchas";"4";"5";"7"
 ; ;"RES_3 Calentadores de Agua Duchas";"4";"5";"8"
 ; ;"Consumo BaNos de Servicios";"4";"5";"9"
